id_developer	developers
13303	Ryan Rosado
13304	Ryan Silberman
13305	Ryan Stephen
13306	Ryan up in here
13307	Rydeom
13308	RYM GAMES
13309	Rymdfall AB
13310	Rynder Games
13311	ryouko
13312	Ryu Productions Co., Ltd
13313	Rza Ibrahimov
13314	R�ckert Broductions
13315	R�mi Coulom SAS
13316	R�mi Forcadell
13317	R�mi Vansteelandt
13318	S Houben
13319	S&COR Games
13320	S'Games
13321	S-Game
13322	S. Khasanov
13323	S.A. DigiWorks
13324	S.C. 16 BIT NIGHTS S.R.L.
13325	S.E.E.D.
13326	S.Y. GAMES
13327	S2 Games
13328	s_unk
13329	Saad Khan
13330	SAARSE
13331	Saber Interactive
13332	Saberphrog
13333	Sabi Games
13334	Sabine Ludvik
13335	Sabotage
13336	Sacada
13337	Sachonski
13338	Sacred Star Team
13339	Sacred Walrus
13340	SacriFACE Studio
13341	Sad Panda Studios
13342	Sad Spaghetti Entertainment
13343	sad3d
13344	Sadetta
13345	SadFish
13346	Sadovski Games
13347	SadSquare Studio
13348	SAFARI GAMES Co., Ltd.
13349	SaFiKiK
13350	SAFING
13351	SAGENCY
13352	Sageose
13353	Sagnithi Systems Technology Solutions LLP
13354	Saibot Studios
13355	Sailer
13356	Saint Pieces
13357	SAINT-FUN INTERNATIONAL CO., LTD.
13358	SaintHeiser
13359	SaintWorks
13360	SaintXi
13361	Sakari Indie
13362	Sakari Indie & GriN
13363	sakastudio
13364	sakevisual
13365	Sakis25 Games
13366	Sakura River Interactive
13367	Salamandra88
13368	Salangan Games
13369	Salavat Kasimov
13370	Salix Games Ltd
13371	Sally Rough LLC
13372	Salmi Games
13373	Salsawi
13374	Salt & Pixel
13375	Saltclock Studio
13376	Salty Dog Digital
13377	Salty Sloth Studios L.L.C.
13378	Saluda Systems
13379	Salus Games
13380	Salvation
13381	Sam Albon
13382	Sam Atlas
13383	Sam Barlow
13384	Sam Enright
13385	Sam Fadare
13386	Sam Grant
13387	Sam Robinson
13388	Samantha Arehart
13389	Samantha Spytek
13390	Samaritan Studios
13391	sambaas.nl
13392	Sameer Hirezi
13393	Samer Khatib (Snowconesolid Productions)
13394	Sami Maaranen (creator)
13395	Samp RP
13396	Sampsonay
13397	Samu
13398	Samuel Arminana
13399	Samuel Manier
13400	Samuel Sales Gomes
13401	Samuel Sprague
13402	Samurai Duck Studios LTD
13403	Samurai Punk
13404	SANBAE
13405	Sand Sailor Studio
13406	Sandbank Studios Ltd
13407	Sandbox Games
13408	Sandbox Interactive GmbH
13409	Sander Bos
13410	Sander Juss
13411	Sander Sneek
13412	Sandglass Games LLC
13413	SANDLOT
13414	Sandlot Games
13415	SandorHQ
13416	Sandspire Interactive
13417	Sandstorm Studios Inc.
13418	SandVUE
13419	Sang Hendrix
13420	Sangwoon Jin
13421	sanodg (Nobuyoshi Sano)
13422	Santa Ragione
13423	santasco.com
13424	Santiago Medina
13425	Santiago Ramirez
13426	Santima Games
13427	Sanuk Games
13428	Sanzaru Games
13429	Sanzaru Games Inc.
13430	Saoi Games
13431	Sapphire Dragon Productions
13432	Sapphire Software Inc
13433	SapphireSoft
13434	Sarah Northway
13435	Sarbakan
13436	Sarepta studio
13437	Sascha Hartleb
13438	Sascha Rushing
13439	Sasha Alexandra
13440	Sasha C. Gervais-Tourangeau
13441	Sasha Darko
13442	SashaNyasha
13443	Sashka Shlapik
13444	Sassybot
13445	Sastrei Studios, LLC
13446	SAT-BOX
13447	Satria_Games
13448	Satsu
13449	Satur Entertainment
13450	Saturn Plus
13451	Saturn-plus
13452	Saucer Software
13453	Saucisson
13454	Sauropod Studio
13455	Savepoint Studios
13456	Sayan
13457	Sbug Games
13458	SC Jogos
13459	SC.Wu
13460	ScalemaiL
13461	Scarab Entertainment
13462	Scarecrow Arts
13463	Scarlet String Studios
13464	Scarlet Studio
13465	Scary Bee LLC
13466	Scary Wizard Games
13467	ScaryPotato
13468	Scatter
13469	Scavengers Studio
13470	Scelzi Stefano
13471	SceneSoft
13472	Sch.Black plastic
13473	Schell Games
13474	Schickmair Games
13475	Schine, GmbH
13476	Schism LLC
13477	Schism Worldwide
13478	Schmidt Workshops
13479	Schoolfield Games, LLC
13480	Schrolab
13481	Schulenburg Software
13482	Science: Gamed
13483	Scientifically Proven
13484	Sciman101
13485	Scorching Castle
13486	Score Studios LLC
13487	Scoria Studios
13488	Scornz
13489	Scorpius Games
13490	SCOTIA 3D
13491	Scott Adelman Apps Inc
13492	Scott Cawthon
13493	Scott Chinchen
13494	Scott Ethington
13495	Scott Garner
13496	Scott Grambo
13497	Scott Howie
13498	Scott Richey
13499	Scott Thunelius
13500	Scourgey Works
13501	Scran
13502	Scrap Games
13503	Scraping Bottom Games
13504	SCRAWL
13505	Screaming Bee
13506	Screaming Villains
13507	Screeching Wizard
13508	Screenhit Studios
13509	Screenwave Media
13510	Screeps
13511	Screwdriver and Pigeons
13512	Screwdriver Entertainment
13513	Screwfly Studios
13514	Screwtape Studios
13515	Screwy Lightbulb
13516	Scribble Pad Studios
13517	Scribe
13518	scriptwelder
13519	Scrountch_Studio
13520	SCS Software
13521	ScTiger
13522	SculptrVR
13523	Sculptured Software
13524	Scythuz
13525	SDC Ventures
13526	SDEnterNet
13527	SDG Games
13528	SDP Games
13529	SEA - EYE GS
13530	Sea Beast Productions
13531	Sea Creature Sandwich
13532	Sea Green Games
13533	Seaborgium Entertainment
13534	Seacorp Technologies
13535	Sealtail Studio
13536	Sean Baker
13537	Sean Davy
13538	Sean Han Tani
13539	Sean J. Miller
13540	Sean Mombourquette
13541	Sean Noonan
13542	Sean O'Connor
13543	Sean Reilly
13544	Sean Scaplehorn
13545	Sean Tann
13546	Sean Walsh
13547	Sean Young
13548	Searchlight Games
13549	Seaside Digital Arts
13550	SeattleEgg
13551	Seattletek
13552	Seaven Studio
13553	sebagamesdev
13554	Sebastian Groll
13555	Sebastian Havens
13556	Sebastian Krzyszkowiak
13557	Sebastian Nigro
13558	Sebastian Sch�ner
13559	Sebastien Bini
13560	Second Avenue Learning
13561	Second Dimension Games
13562	Second Dimension R&T, LLC
13563	Second Order
13564	Second Reality
13565	Second Sky Entertainment
13566	Second Variety Games
13567	Second Wind Interactive
13568	Secret Base
13569	Secret Exit Ltd.
13570	Secret Level SRL
13571	Secret Location Inc.
13572	Secret Lunch
13573	Secret Overground Lab
13574	Secret Society Games
13575	Secret Sorcery Limited
13576	Section Studios
13577	Sector-K Games
13578	Sector3 Games
13579	Sector3 Studios
13580	SecuritySession.com
13581	Sedat Bilen
13582	Seed Studio
13583	SEEDGAMES Co., Ltd.
13584	SeedWall
13585	Seek n Destroy Studios
13586	SeekSick6
13587	Seemingly Pointless
13588	Seems Good Copmany
13589	Seen in a Dream
13590	SEEP
13591	SeeThrough Studios
13592	SEG Interactive
13593	SEGA
13594	SEGA Hardlight�
13595	SEGA Studios Australia
13596	SegFault Games
13597	SeithCG
13598	Seize Studios
13599	Sekai VR Ltd.
13600	Sekerin Productions
13601	Sekrit Games
13602	SEKTOR GAMES
13603	sekuharazamurai
13604	Seldom Ludious
13605	Selective Intuition
13606	SelenaJ
13607	Selenion Games
13608	Self Made Miracle
13609	Selle Sellink
13610	Selva Interactive
13611	Semaphore
13612	Semen Rodin
13613	Semenov Iurii
13614	Semi Sa?lam
13615	SEMISOFT
13616	Semyon Maximov
13617	sen
13618	Sen Games
13619	Senomix Research
13620	SenRufu Studios
13621	Senscape
13622	Senshi.Labs
13623	Sensitivity Elf
13624	Sensorama
13625	Sentry Games
13626	SEO INSEOK
13627	Seona Lee
13628	Sep Reds
13629	Separate Game Development
13630	Seragam
13631	Seraphim Creations
13632	Serellan LLC
13633	Serenity Forge
13634	Serf100
13635	Serge Sentis (Aerosteak)
13636	Sergei Klimov
13637	Sergei Minin
13638	Sergey Bobrov
13639	Sergey Domashenkin
13640	Sergey Dovganovskiy
13641	Sergey Dvoynikov
13642	Sergey Jakovlev
13643	Sergey Kalmanovich (aka Red Spot Sylphina)
13644	Sergey Lir
13645	Sergey Marchenko
13646	Sergey Romanko
13647	Sergey Saratov
13648	Sergey Sevostyanov
13649	Sergey Shushunov
13650	SergeyDo
13651	Sergio & Simon
13652	Sergio Castillo
13653	SergioPoverony
13654	Sergiu Bucur
13655	Serhat Yucekaya
13656	Serhii Vitukhin
13657	Serializefield
13658	Serious Brew
13659	Serious Brothers
13660	Serious Games Interactive
13661	Serious Tangents
13662	SERIOUS*IMPACT WORKS
13663	Serkan Bakar
13664	SEROSOO
13665	Serzhantov Aleksandr
13666	Session Seven Team
13667	Setapp Sp. z o.o.
13668	Seth Johnson
13669	Seth O'Dale
13670	Seth S. Scott
13671	SeungWoonS
13672	Seven Sails
13673	Seven Sails Games
13674	Seven Wolves Studio
13675	Sevenedge Interactive Media
13676	Seventh Heart Studios
13677	Sexy Miss Studio
13678	SF
13679	SFB Games
13680	SFS Studios
13681	SG Data
13682	sgct
13683	SGS
13684	SGS Team
13685	SGStudio Games
13686	SGTTB_Studios
13687	ShaBi
13688	SHADE Inc.
13689	Shadebob Games
13690	Shadie Hijazi
13691	Shadow Blade Productions
13692	Shadow Factory
13693	Shadow Masters
13694	Shadow Planet Productions
13695	Shadow Tor Studios
13696	Shadowbunnie
13697	ShadowInk Designs
13698	Shadowless Gaming
13699	Shadowprerequisite
13700	ShadowShifters
13701	ShadowWolf Games
13702	Shaftesbury Darken Digital Inc.
13703	Shahzeb A.
13704	Shaman Games Studio
13705	Shandong Jerei Digital Technology Co.,LTD.
13706	Shane Berezowski
13707	Shane Hillier
13708	Shanghai Fengsheng Technology Co.,Ltd.
13709	Shanghai huan zhen Info Tech Ltd
13710	Shanghai JingCai Computer Software Development Co., Ltd
13711	Shanghai Lusion Computer Software Co. Ltd.
13712	Shanghai Niuka Network Technology Co.,Ltd.
13713	Shanghai ThinkingBear Network Technology Co.,Ltd
13714	Shanghai YiJun Network Info Technologies Inc.
13715	ShanghaiWindy
13716	Shangri-La Game Studios Ltd
13717	Shape Space VR
13718	Shapes and Lines
13719	ShapeSim
13720	Shard Real
13721	Shardcien
13722	SharF Co.
13723	Shark Jump Studios
13724	Shark Punch
13725	Shark Tree Studios
13726	Sharkbird
13727	SHARKBOWL GAMES
13728	SharkByte Studio
13729	SharkGame
13730	SharkJaws, Blue Whale Games
13731	Shashitha Kularatna
13732	Shattered Mirror
13733	Shaun Egan
13734	Shaun Inman
13735	Shaun Williams
13736	ShaunJS
13737	Shawn Beck
13738	Shawn Hitchcock
13739	Shazard G Bansraj
13740	Sheado.net
13741	sheepChat Team
13742	Sheer Studios
13743	sheissun
13744	SHEN JIAWEI
13745	Shenandoah Studio
13746	Shenshella
13747	ShenTzu
13748	Shenzhen BeanVR Technology Co.Ltd
13749	Shenzhen Simeng Technology Co., Ltd.
13750	Shenzhen Weilaishijie Network Technology Co., Ltd.
13751	shenzhen YuHui Technologyco.LTD
13752	Shenzhen zhengyilong technology co. LTD.
13753	Shephf Games
13754	Sherlerk
13755	Sherman3D
13756	Shevchenko Technology
13757	SHIBAPOWER
13758	Shichifu
13759	Shida
13760	Shield Break Studios
13761	SHIFT
13762	Shifty Chair Games
13763	ShiinaYashiro
13764	ShilohGames
13765	Shilov
13766	Shindenken
13767	Shine Research
13768	Shine World
13769	ShinerJoy Technology Co., Ltd.
13770	ShinigamiKitty
13771	Shining Gate Software
13772	Shining Pixel Studios
13773	Shining Rock Software LLC
13774	Shinou Game Studio
13775	shinryu
13776	Shiny Entertainment
13777	Shiny Moss
13778	Shiny Shoe
13779	Shiny Vacation
13780	Shinypix
13781	Shinyuden
13782	Shiro Games
13783	Shiv
13784	Shiver Games
13785	SHIXIXI
13786	Sho Ohhira
13787	Shockk
13788	Shogunate Games
13789	Shoho Games
13790	SHOKER GAMES COMPANY
13791	SHOKIZM INTERACTIVE
13792	Shokunin
13793	Shoor Games
13794	ShooStudios
13795	Shorebound Studios
13796	Shortbreak Studios s.c.
13797	Shortfuse Studio
13798	ShortRound Games
13799	Shot Second
13800	Shotgun Anaconda
13801	Shotgun Surgeons
13802	Shotgun with Glitters
13803	ShotX Studio
13804	Shoujo City Developer
13805	Shovsoft
13806	Shrimasis Rout
13807	Shrimmeling Studio
13808	Shrimpcave Industries
13809	shru
13810	Shugasu GmbH
13811	Shumkov Dmitriy
13812	Shy Robot Games
13813	shysaursoft
13814	Si7
13815	Si7 Studio
13816	SIA Next Level
13817	Siactro
13818	SiBear
13819	SiBear Games
13820	Siberian Digital
13821	Siberian Mouse
13822	Sick Puppies
13823	SiCzech Arts
13824	Side B Gaming
13825	Side Group
13826	SideFX
13827	Sidekick
13828	Sideline
13829	SideQuestNZ
13830	Sidhanth Mohite
13831	Sidhe
13832	Siege Games
13833	SIEIDI Ltd
13834	Sierra
13835	Sierra Entertainment
13836	Sierra Lee
13837	Sierra On-Line
13838	Sifermi
13839	Sigma Games
13840	Sigma Team Inc.
13841	Signal Studios
13842	SignSine
13843	SIGONO INC.
13844	Sigtrap
13845	Sijawa Production
13846	Sike Studios
13847	Silden
13848	Silence Game
13849	Silent Dreams
13850	Silent Legends
13851	Silent Parrot Studio
13852	SilentFuture
13853	Silentplaygames
13854	Silesia Games Sp. z o.o.
13855	Silhouette Valley Games
13856	Silhouette Wolf
13857	Silicon Jelly
13858	Silicon Storm
13859	Silk Games
13860	Silky Smooth Studio
13861	Silly Pill Studios
13862	Silly Saturday
13863	Sillysoft Games
13864	Silver Boar Gaming
13865	Silver Cow Studio
13866	Silver Dog Games
13867	Silver Dollar Games
13868	Silver Goblet Games
13869	Silver Legends
13870	Silver Lemur Games
13871	Silver Machine Studios
13872	Silver Moon Internet
13873	Silver Spook Games
13874	Silver Wish Games
13875	SilverBlade
13876	SilverDam�
13877	Silverline Studios
13878	Silverlode Interactive
13879	SilverSphereStudios
13880	Silverstring Media Inc.
13881	Silverware Games, Inc.
13882	Silvio M�lter
13883	Sim155 Limited
13884	SIM720 LIMITED
13885	SimaGames
13886	SIMAGINATION
13887	SimBin
13888	SimBin Studios AB
13889	Simbryo
13890	Simeon Simeonich
13891	Simernes
13892	SimFabric
13893	Simmetri, Inc.
13894	Simogo
13895	Simon Bissonnette
13896	Simon Blasen
13897	Simon Christiansen
13898	Simon Codrington
13899	Simon Cote
13900	Simon Eberl
13901	Simon Kaley
13902	Simon Prefontaine
13903	Simon Roth
13904	Simon Says: Play!
13905	Simon Wagg
13906	SimonCreative
13907	Simondtd
13908	Simple Blue
13909	Simple Culture and Creativity LLC
13910	Simple Designs Gaming
13911	Simple Ghost
13912	Simple Interactive Games
13913	Simple Racing
13914	SimpleLogic
13915	SimplexGameStudio
13916	SimppleGames
13917	SimProse Studios
13918	SIMSREALITY
13919	SimTex
13920	Simulacrum Interactive
13921	Simulators Live
13922	Simurg Games
13923	Since Idea Games
13924	Sinclair Strange
13925	Sindie Games
13926	Sinergia Studios
13927	Singe Studio
13928	singi
13929	Single Step Games
13930	Singular Dream
13931	Singularity Lab
13932	Sinister
13933	Sinister Cyclops Game Studio
13934	Sinister Design
13935	Sinister Systems
13936	Sinkhole Studio
13937	Sinn Studio Inc.
13938	SinorCreate
13939	Sir Bedlam Productions
13940	Sir-Tech
13941	Sir-Tech Canada
13942	SirGoose
13943	Sirhaian
13944	Sirius Sam
13945	Sirlin Games
13946	Sirrico-Net Games
13947	Sisyphus Games
13948	SITER SKAIN
13949	Sith
13950	Six Foot
13951	Six Sided Square
13952	Sixense Studios
13953	SIXNAILS
13954	Sixteen Squares
13955	Sixteen Tons Entertainment
13956	Sixth Line Studios
13957	Sixth Vowel
13958	Size Five Games
13959	Ska Studios
13960	Skandivania Games
13961	Skanerbotten
13962	Skarond
13963	Skatanic Studios
13964	Skelefactor
13965	Skeleton Business
13966	Skeleton Crew Studio
13967	Skeleton Crew Studios
13968	Skeptika1
13969	Sketchfab
13970	SketchTech
13971	Sketchy Logic
13972	Skilltree Studios
13973	Skinny Jean Death Studios
13974	Skip32
13975	SKIPMORE
13976	Skirmish Entertainment
13977	Skobbejak Games
13978	Skonec Entertainment
13979	Skot Leach
13980	skrimm8
13981	Skull
13982	Skull Box Games
13983	Skullcap Studios
13984	Skunk Software
13985	Skunkape Interactive
13986	Skunkwerks Kinetic
13987	Skwiggle Entertainment
13988	Sky Coder
13989	Sky Drake Studios
13990	Sky Fallen
13991	Sky Haubrich
13992	Sky Nite
13993	Sky Ship Studios
13994	Sky Trail Ltd
13995	sky-coding
13996	Skybox Labs
13997	Skyboy Games
13998	Skydance Interactive
13999	Skydome Entertainment
14000	Skydome Studios
14001	SkyGoblin
14002	Skyjaz Games
14003	SkyKan
14004	Skylands Dev Team
14005	Skylar Pniewski
14006	SKYLENS TECHNOLOGY
14007	Skyline Games
14008	Skymap Games
14009	SKYOPT
14010	SkyPyre Studios
14011	SkyReacher Entertainment
14012	SkyRiver Studios
14013	Skyshine Games
14014	SkyVu
14015	Skyward Digital
14016	Skywind Games
14017	SkyWorks Digital
14018	Sk�ll Studio
14019	Slak Games
14020	Slam
14021	Slam Dunk Studios
14022	Slam Productions Ltd
14023	slampunks
14024	Slant Six Games
14025	SLASH
14026	Slashware Interactive
14027	Slav Pankratov
14028	Slavitica
14029	Slay.one
14030	Slayers' Stronghold Studios
14031	Sledgehammer Games
14032	Sleeper Games
14033	Sleeping Hero
14034	Sleepless Clinic
14035	SleepNinja Games
14036	Sleepy Duck
14037	sleepy macaw
14038	Sleepy Panda
14039	Sleepy Red Panda Studio
14040	Sleepy Spider Studios
14041	Sleepy Studios
14042	Slick Entertainment Inc.
14043	Slight Super Powers
14044	Slightly Mad Studios
14045	Slikey Games
14046	Slime King Games
14047	slimefriend
14048	SlimeQ
14049	SlimeSmile
14050	SlinDev
14051	Slipgate Ironworks�
14052	Slipgate Studios
14053	Slitherine Ltd.
14054	Sliverbroom Studios
14055	slizer88
14056	Sloclap
14057	Sloth Studio
14058	Slothzilla Games
14059	Sludj Games
14060	Slug Disco Studios
14061	Sluggerfly
14062	SluggishtacoGames
14063	Slugsoft
14064	Slumlord Industries
14065	Sly
14066	SMAC Games
14067	Smack Down Productions
14068	smakarov3
14069	Small Bros
14070	Small Impact Games
14071	Small Room Games
14072	SmallBigSquare
14073	SmallGreenHill
14074	SmallSqurriel
14075	Smart Online Games
14076	Smart Tale Games
14077	SmartArt Game Studio
14078	Smartbig Corportion
14079	Smarter Games
14080	SmartHart Games
14081	Smartly Dressed Games
14082	Smartmelon
14083	Smartmove
14084	SmartOliveGames
14085	SmartVR Studio
14086	Smash Bolt Games
14087	Smash Game Studios
14088	Smash The Code
14089	SmashGames
14090	SmashMouth Games Ltd
14091	SmashRiot LLC
14092	SMD Gaming Studio
14093	Smee
14094	SmellyRiver
14095	Smelter
14096	SMG Studio
14097	Smile
14098	SMILEAXE
14099	SmileBoom Co.Ltd.
14100	Smiling Buddha Games, LLC
14101	Smit Parmar
14102	SmiteWorks USA, LLC
14103	Smm
14104	Smoketree Studios
14105	Smokey Moose Games
14106	Smoking WOLF
14107	Smolders
14108	SmoleVN
14109	SMONCH, LLC
14110	Smoodlez
14111	Smudged Cat Games Ltd
14112	Smyowl
14113	Smyowl Game Studio
14114	SN!Somos Nerds
14115	Snack Games
14116	SnagBox
14117	SnagBox Studio
14118	Snail Games
14119	Snail Games USA
14120	Snail-Ninja Studio
14121	Snails Animation
14122	Snap Finger Click
14123	Snapjaw Games GmbH
14124	Snapshot Games Inc.
14125	Snare Games
14126	Sneaky Mammoth
14127	Snikkabo AS
14128	Snipefish Entertainment
14129	sniperoncall
14130	Snippy Nguyen
14131	SNK CORPORATION
14132	SNK Games
14133	Snkl Studio
14134	Snoddasmannen
14135	Snood, LLC
14136	SnoutUp
14137	Snow Day Software
14138	Snow Moose Entertainment
14139	SnowBaby Games
14140	Snowbird Games
14141	Snowbit Interactive
14142	SnowBiteGames
14143	Snowcastle Games
14144	Snowdon Games
14145	Snowdrop Lab
14146	SnowEagle Entertainment
14147	Snowed In Studios
14148	SnowFlame
14149	Snowflurry Entertainment
14150	Snowhound Games
14151	SnowOwl
14152	Snowrunner Games
14153	Sn�Box Studio
14154	So Dank Studio
14155	Soap Interactive, Lion Game Lion
14156	Soaphog
14157	Sobaka Studio
14158	socah development
14159	Soccer Manager Ltd
14160	Sochnoslivka
14161	Sochnoslivka, Luis Zuno
14162	Social Loner Studios
14163	SOCKO! Entertainment
14164	Sockware
14165	SOCO Games
14166	Sodigital
14167	SoerGame
14168	SOF Studios Ltd
14169	SOFF Games
14170	Soft Loft Studios
14171	SoftCoder
14172	SoftLab-NSK
14173	SOFTON ENTERTAINMENT
14174	SoftPlanet
14175	SoftStar
14176	SOFTSTAR ENTERTAINMENT INC.
14177	SOFTSTAR TECHNOLOGY BEIJINGCOLTD
14178	softvar
14179	Software Geezers
14180	Software Wolf
14181	SoftwareByEugene LLC
14182	SoftWarWare
14183	Softwaves
14184	Softwaves Mini
14185	SoftWeir Inc.
14186	Softzen
14187	SOG
14188	Sogoal
14189	Sohyeon Jeon
14190	Soiree Games
14191	Sokay
14192	Sokolab
14193	Sokolov Yaroslav Vladimirovich
14194	Sokpop Collective
14195	Sol Bot Studios
14196	Solanimus Inc.
14197	Solar Sail Games Ltd
14198	Solar Sails Games
14199	SolarByte
14200	Solare Games
14201	SolarLance
14202	SolarLune Games
14203	Soldak Entertainment
14204	Sole
14205	Solecismic Software
14206	Soleil Ltd.
14207	Solest Games
14208	Solid Apps Inc
14209	Solid Core
14210	Solid Dev
14211	Solid Patterns
14212	Solid9 Studio
14213	SOLIDMESH
14214	Solidware Studios
14215	Solirax
14216	Solo Grind
14217	Solo Instinct
14218	SoloProduction
14219	Soloweb Studios
14220	Solus Games, Inc.
14221	Soma Games
14222	SomaSim
14223	SOMATIC
14224	Somber Dawn Studios
14225	Sombr Studio
14226	Sombrero Way Studio
14227	Some-Fish
14228	SomeDudes
14229	Somer Games
14230	Something Classic Games LLC
14231	Something Dark Studios
14232	Sometimes You
14233	SOMG
14234	Somi
14235	Somi Lee
14236	Somnium Games d.o.o.
14237	Somnium Space Ltd.
14238	Sonalysts
14239	Sonalysts Combat Simulations
14240	Sonera Game Studio
14241	Songhouse Games
14242	Songquito UG
14243	Sonic Shield
14244	Sonic Sloth
14245	Sonic Team
14246	Sonic-Alpha
14247	SONNORI Corp
14248	Sonoshee
14249	Sons Of Earth Games
14250	SOOTH Inc.
14251	Sophie Houlden
14252	SoraPrayer
14253	Sorasu Software
14254	Sorath
14255	Sorcererstudios
14256	Sortasoft LLC
14257	Sos Sosowski
14258	Soul Forge
14259	soul ink
14260	SoulShared Games LLC
14261	Souluted Games
14262	Sound Slide Team
14263	SoundAndFuryGames
14264	Sounding Stone / ???
14265	SoundStage13
14266	Soundtrack: Davide Cuomo
14267	Souper Chef
14268	Sourabh P Hamigi
14269	Source Studio Ltd.
14270	Source Technology Co., Ltd.
14271	Sourcenity
14272	Sourena Game Studio
14273	South East Games
14274	Southend
14275	souvenir circ.
14276	SouzaiSoftSugar
14277	Soverance Studios
14278	Soviet Games
14279	Sox Brooker
14280	SoyeR
14281	SP
14282	SP Digital Arts Inc.
14283	SP-time
14284	Space Banana Studio
14285	Space Boat Studios
14286	Space Budgie
14287	Space Bullet Dynamics Corporation
14288	Space Cat Studios
14289	Space Driver
14290	Space Fractal
14291	Space Horse
14292	Space Lizard Studio LTD
14293	Space Mace
14294	Space Maker Studio
14295	Space Monkey International
14296	Space Needle + Chihuly Garden and Glass
14297	Space Paw Studios
14298	Space Telescope Science Institute
14299	Space Toast Games
14300	Space Wagon Games
14301	Space Wedgie
14302	Space Wedgie, LLC
14303	Spaceboy Games
14304	SpaceCan
14305	SpaceGiraff3
14306	Spacelight Studio
14307	Spacepup Entertainment
14308	Spaces of Play
14309	Spaces of Play UG
14310	SpaceSoySauceStudio
14311	Spacevb Studio
14312	Spacewave Software
14313	Spaghetti Code
14314	Spanking Machine
14315	SPARK Games
14316	Spark Plug Games
14317	Spark Plug Games, LLC
14318	Spark Unlimited
14319	Spark VR
14320	SparkLightGames
14321	Sparkly Games
14322	Sparks Games
14323	Sparkypants Studios LLC
14324	Sparkypants Studios, LLC
14325	Sparpweed
14326	Sparse GameDev
14327	sparsevector
14328	Spasman Games
14329	Spawn Point OSK
14330	spdr870
14331	Spearhead Games
14332	Special Bit
14333	Special Circumstances
14334	SPECIAL MAGIC GAMES, LLC
14335	Specialbit Studio
14336	Specter Game Studios
14337	Spectral Games
14338	Spectral Illusions
14339	Spectre EU
14340	Spectrum Games
14341	Spectrum Holobyte
14342	Spectrum Nox Media
14343	Specular Interactive
14344	Specular Theory
14345	Speed Potion
14346	SpeedFrame
14347	SpeedLittleFox
14348	Speedrobo Games
14349	Speedspark Studio
14350	Speedy
14351	Speelbaars
14352	Spelkraft
14353	Spell Helix
14354	Spellbind Studios
14355	Spellbook
14356	Spellbound
14357	Spellbound AG
14358	Spellbound Studios
14359	Spencer Brown
14360	Spencer Pilarski
14361	Sperasoft, Inc.
14362	SPG STUDIO
14363	Sphere, Inc.
14364	Spicy Gyro Games
14365	Spicy Horse
14366	Spicy Horse Games
14367	Spicy Tails
14368	spidamoo games
14369	Spider
14370	Spider Key Games
14371	Spiderling Studios
14372	Spidermonk Entertainment
14373	Spiders
14374	Spiders Studio
14375	Spiderweb Software
14376	Spiderwork Games
14377	Spidove
14378	Spiele-Palast GmbH
14379	SpielmannSpiel
14380	Spike Chunsoft Co., Ltd.
14381	Spike Nail Studio
14382	Spike Productions
14383	Spiky Caterpillar
14384	Spiky Fish Games
14385	SpikySnail
14386	Spilt Milk Studios
14387	Spilt Milk Studios Ltd
14388	Spinal Games
14389	Spinix Games
14390	Spinning Hat Studio
14391	SpinTop Games
14392	SpinVR
14393	Spiral Game Studios
14394	Spiral House
14395	Spiral House Ltd.
14396	Spire Interactive
14397	Spiritwalk Games
14398	Spitoufs
14399	Splash Damage
14400	Splashteam
14401	Splendy Interactive
14402	SPLine
14403	Spline Games
14404	Split Polygon
14405	Splout Ltd.
14406	SpoNk
14407	Spooky Cat
14408	Spooky Doorway
14409	Spooky Squid Games Inc.
14410	SpookyFish Games
14411	Spoony Bard Productions
14412	Sport1 GmbH
14413	Sports Director Ltd
14414	Sports Interactive
14415	Sports Mogul, Inc.
14416	Spotlightor Interactive
14417	Spotted Shark Studio
14418	Spotted Zebra Software LLC
14419	Sprakelsoft GmbH
14420	Spread Shot Studios LLC
14421	Spreadable Fruit
14422	Springloaded
14423	Spritewrench
14424	Sprocket Crash Games
14425	Sproing
14426	Spry Fox LLC
14427	SPS
14428	SPVD
14429	Spydersoft
14430	Spyridon Thalassinos
14431	Spytihn?v
14432	Squad
14433	Squadron Interactive
14434	Squanch Games
14435	Square Enix
14436	Square Enix Montr�al
14437	Square Gem Software
14438	squatnine
14439	Squatting Penguins
14440	Squeaky Wheel
14441	Squeaky Wheel Studio Inc
14442	Squid In A Box Ltd
14443	Squid Monkey Studios
14444	Squiddershins
14445	Squidlit Ink.
14446	Squidpunch Studios
14447	Squinkifer Productions
14448	Squirrel Physics
14449	Squirrelbot Games
14450	Squish Studios LLC
14451	SQUIX Games
14452	SRF Games
14453	SRM Games
14454	srslyCASUAL
14455	SRV-game
14456	SSCTEAM
14457	Sssjim7
14458	St. Michael's Girls School
14459	ST. TAIKU
14460	Stabbarey
14461	Stacie McLaury
14462	Stack Interactive
14463	Stage 2 Studios
14464	Stage Clear Studios
14465	stage-nana
14466	Stained Glass Llama
14467	Stainless Games
14468	Stainless Games Ltd
14469	Stainless Games Ltd.
14470	StainlessHeart
14471	Stairfall Institute
14472	StalkerAlex
14473	StalkerAlex..
14474	Stamina-Games
14475	Stand Off Software
14476	Standby
14477	Standing Stone Games, LLC
14478	Stanislaw Truchowski
14479	Stanley Lam
14480	StaplesVR
